STATE,zipcode,N1,A02650
MN,55069,490,18217
MN,55069,310,19610
MN,55069,240,21102
MN,55069,240,30684
MN,55069,30,8947
MN,55070,1100,13293
MN,55070,920,34531
MN,55070,650,40363
MN,55070,480,42062
MN,55070,430,55980
MN,55070,30,10436
MN,55071,970,12003
MN,55071,780,28927
MN,55071,510,31898
MN,55071,320,28382
MN,55071,320,43876
MN,55071,0,0
MN,55072,630,8054
MN,55072,400,14652
MN,55072,220,13805
MN,55072,130,11424
MN,55072,90,11777
MN,55072,0,0
MN,55073,480,5642
MN,55073,280,10553
MN,55073,260,16844
MN,55073,240,21091
MN,55073,380,52092
MN,55073,100,30477
MN,55074,310,3932
MN,55074,250,9396
MN,55074,180,11447
MN,55074,150,12796
MN,55074,120,15875
MN,55074,20,5922
MN,55075,3710,44769
MN,55075,2910,108326
MN,55075,1760,108594
MN,55075,1130,98245
MN,55075,1010,129398
MN,55075,90,26215
MN,55076,3420,41609
MN,55076,2800,104253
MN,55076,1860,116285
MN,55076,1300,114390
MN,55076,1830,244563
MN,55076,320,118516
MN,55077,2100,24889
MN,55077,1580,57817
MN,55077,820,51016
MN,55077,510,45076
MN,55077,1060,150164
MN,55077,620,314413
MN,55079,1290,15684
MN,55079,900,33658
MN,55079,690,42827
MN,55079,540,47427
MN,55079,770,101305
MN,55079,90,27807
MN,55080,380,4484
MN,55080,280,10532
MN,55080,230,13923
MN,55080,170,14763
MN,55080,170,22127
MN,55080,30,8354
MN,55082,5460,58131
MN,55082,2950,110536
MN,55082,2280,143581
MN,55082,1920,169766
MN,55082,3630,504050
MN,55082,1870,898998
MN,55084,300,3613
MN,55084,190,7001
MN,55084,150,9395
MN,55084,100,9091
MN,55084,120,19503
MN,55084,0,0
MN,55087,50,543
MN,55087,40,1684
MN,55087,30,1745
MN,55087,40,3463
MN,55087,0,0
MN,55087,0,0
MN,55088,240,2809
MN,55088,180,6884
MN,55088,120,7275
MN,55088,120,10259
MN,55088,180,24406
MN,55088,60,31686
MN,55089,260,2937
MN,55089,160,5785
MN,55089,120,7390
MN,55089,100,9084
MN,55089,160,22233
MN,55089,150,43530
MN,55092,1640,18390
MN,55092,1110,41302
MN,55092,800,50233
MN,55092,700,61238
MN,55092,950,125270
MN,55092,160,55641
MN,55101,1220,14757
MN,55101,1150,43642
MN,55101,840,52113
MN,55101,410,35747
MN,55101,470,64415
MN,55101,210,218167
MN,55102,3500,45107
MN,55102,2850,105701
MN,55102,1530,95012
MN,55102,850,73978
MN,55102,900,122040
MN,55102,410,247141
MN,55103,2930,36374
MN,55103,1690,59699
MN,55103,520,31584
MN,55103,270,23728
MN,55103,250,32209
MN,55103,40,15887
MN,55104,8550,107013
MN,55104,5510,201949
MN,55104,2630,162926
MN,55104,1430,125312
MN,55104,1950,265787
MN,55104,600,231438
MN,55105,3480,39779
MN,55105,2560,96509
MN,55105,1700,106713
MN,55105,1180,104488
MN,55105,2670,376855
MN,55105,1400,677272
MN,55106,11630,149130
MN,55106,7830,279196
MN,55106,3030,185933
MN,55106,1420,122684
MN,55106,1150,145840
MN,55106,110,30754
MN,55107,2850,36599
MN,55107,1840,66729
MN,55107,910,55842
MN,55107,490,42782
MN,55107,420,54235
MN,55107,50,15367
MN,55108,2150,26980
MN,55108,1710,63914
MN,55108,980,60996
MN,55108,710,62737
MN,55108,1110,154244
MN,55108,360,135584
MN,55109,6100,74081
MN,55109,4650,171172
MN,55109,2530,157591
MN,55109,1690,147939
MN,55109,1940,255586
MN,55109,340,153103
MN,55110,6010,69201
MN,55110,4340,162029
MN,55110,3020,189475
MN,55110,2410,211348
MN,55110,3480,473987
MN,55110,1060,576785
MN,55112,7210,87186
MN,55112,5370,199134
MN,55112,3140,195474
MN,55112,2210,194679
MN,55112,3490,474731
MN,55112,980,391147
MN,55113,6560,80778
MN,55113,4980,185587
MN,55113,3170,198751
MN,55113,2150,189184
MN,55113,3390,460901
MN,55113,910,332833
MN,55114,640,8088
MN,55114,500,19031
MN,55114,270,16662
MN,55114,150,12641
MN,55114,180,23479
MN,55114,40,19427
MN,55115,1480,14848
MN,55115,630,23809
MN,55115,500,31868
MN,55115,440,39251
MN,55115,960,136869
MN,55115,510,225393
MN,55116,3760,46429
MN,55116,2960,110232
MN,55116,1810,112722
MN,55116,1210,107239
MN,55116,2180,306794
MN,55116,1070,478841
MN,55117,8460,109391
MN,55117,6150,221245
MN,55117,2630,161901
MN,55117,1520,132426
MN,55117,1730,228007
MN,55117,300,100581
MN,55118,4960,58360
MN,55118,3470,128626
MN,55118,2020,125918
MN,55118,1390,122123
MN,55118,2060,284992
MN,55118,1090,594153
MN,55119,7410,93640
MN,55119,5920,216244
MN,55119,2990,184392
MN,55119,1710,148836
MN,55119,1990,264107
MN,55119,380,114233
MN,55120,660,7094
MN,55120,420,15892
MN,55120,290,18246
MN,55120,220,19506
MN,55120,460,66217
MN,55120,320,125299
MN,55121,1400,18073
MN,55121,1390,51623
MN,55121,800,49650
MN,55121,470,40982
MN,55121,640,86951
MN,55121,130,47345
MN,55122,4710,56798
MN,55122,4040,152706
MN,55122,2700,168423
MN,55122,1790,156813
MN,55122,2850,392946
MN,55122,930,335511
MN,55123,3750,39148
MN,55123,2150,80656
MN,55123,1560,98093
MN,55123,1360,120644
MN,55123,3290,468005
MN,55123,1420,558786
MN,55124,7720,88708
MN,55124,5420,203776
MN,55124,3870,242230
MN,55124,2970,261663
MN,55124,4970,684801
MN,55124,1420,526526
MN,55125,5850,63888
MN,55125,3930,149439
MN,55125,3140,197255
MN,55125,2440,214955
MN,55125,4830,672087
MN,55125,1890,706165
MN,55126,3650,41051
MN,55126,2570,97638
MN,55126,2020,126822
MN,55126,1610,141956
MN,55126,2800,385238
MN,55126,1090,492253
MN,55127,2460,27431
MN,55127,1710,64649
MN,55127,1250,78572
MN,55127,900,79590
MN,55127,1750,248049
MN,55127,1270,759094
MN,55128,5180,60837
MN,55128,3920,145065
MN,55128,2480,154489
MN,55128,1670,146276
MN,55128,2180,289015
MN,55128,300,92699
MN,55129,2240,21914
MN,55129,1270,48328
MN,55129,1170,74141
MN,55129,1100,97390
MN,55129,2910,418248
MN,55129,1690,616406
MN,55130,4030,52157
MN,55130,2200,76576
MN,55130,610,36718
MN,55130,250,21339
MN,55130,180,26186
MN,55130,0,0
MN,55301,1260,14542
MN,55301,1090,41341
MN,55301,980,61766
MN,55301,730,63859
MN,55301,990,130090
MN,55301,110,34476
MN,55302,1130,12733
MN,55302,770,28348
MN,55302,550,34610
MN,55302,400,34729
MN,55302,450,59341
MN,55302,120,51488
MN,55303,7660,91715
MN,55303,5420,202586
MN,55303,3770,235828
MN,55303,2820,247285
MN,55303,3610,480427
MN,55303,630,253218
MN,55304,6760,73699
MN,55304,3760,140614
MN,55304,3030,191682
MN,55304,2760,244304
MN,55304,5340,730114
MN,55304,1250,518027
MN,55305,3140,37046
MN,55305,2530,95702
MN,55305,1710,106614
MN,55305,1070,94417
MN,55305,1790,249896
MN,55305,1170,656117
MN,55306,2810,34970
MN,55306,2100,77433
MN,55306,1210,74854
MN,55306,790,69291
MN,55306,1290,179654
MN,55306,390,182502
MN,55307,530,6470
MN,55307,390,14454
MN,55307,250,15728
MN,55307,160,14255
MN,55307,160,20268
MN,55307,20,7737
MN,55308,1260,13946
MN,55308,810,30489
MN,55308,660,41591
MN,55308,550,48266
MN,55308,790,105257
MN,55308,90,34063
MN,55309,2690,30307
MN,55309,1770,67056
MN,55309,1430,90175
MN,55309,1190,104246
MN,55309,1450,190151
MN,55309,210,83582
MN,55310,260,2941
MN,55310,160,5994
MN,55310,130,8618
MN,55310,90,8629
MN,55310,90,12354
MN,55310,40,17489
MN,55311,4060,42718
MN,55311,2440,92536
MN,55311,1950,122922
MN,55311,1690,148385
MN,55311,4210,608259
MN,55311,2620,1005800
MN,55312,220,2787
MN,55312,200,7624
MN,55312,140,8985
MN,55312,90,8305
MN,55312,90,14332
MN,55312,0,0
MN,55313,3760,42526
MN,55313,2320,86908
MN,55313,1730,108801
MN,55313,1250,109918
MN,55313,1850,247192
MN,55313,370,150883
MN,55314,190,2217
MN,55314,130,5149
MN,55314,100,6395
MN,55314,50,4456
MN,55314,90,16443
MN,55314,0,0
MN,55315,520,5612
MN,55315,360,13941
MN,55315,320,20118
MN,55315,270,23855
MN,55315,670,93555
MN,55315,170,56739
MN,55316,3500,39970
MN,55316,2490,93452
MN,55316,1820,114375
MN,55316,1500,131719
MN,55316,2320,309928
MN,55316,470,154216
MN,55317,2870,27777
MN,55317,1490,56398
MN,55317,1140,72071
MN,55317,930,82829
MN,55317,2350,338379
MN,55317,1630,794726
MN,55318,3880,43719
MN,55318,2680,100141
MN,55318,1780,111109
MN,55318,1290,114300
MN,55318,2510,351334
MN,55318,1000,536929
MN,55319,770,8743
MN,55319,480,17831
MN,55319,380,23794
MN,55319,330,28833
MN,55319,490,64640
MN,55319,80,30849
MN,55320,770,9358
MN,55320,520,19132
MN,55320,430,27270
MN,55320,320,27730
MN,55320,350,46182
MN,55320,70,35605
MN,55321,830,9411
MN,55321,540,20419
MN,55321,390,24303
MN,55321,250,22400
MN,55321,250,34084
MN,55321,30,13200
MN,55322,440,5286
MN,55322,290,10916
MN,55322,260,16314
MN,55322,240,21656
MN,55322,310,42497
MN,55322,60,22733
MN,55324,170,1925
MN,55324,140,5507
MN,55324,100,6018
MN,55324,90,7704
MN,55324,90,11919
MN,55324,30,11228
MN,55325,640,7596
MN,55325,440,16449
MN,55325,330,20992
MN,55325,300,26430
MN,55325,250,32549
MN,55325,60,22083
MN,55327,530,5819
MN,55327,320,11882
MN,55327,270,16889
MN,55327,230,20187
MN,55327,390,53127
MN,55327,120,55451
MN,55328,1370,14534
MN,55328,750,28181
MN,55328,550,34963
MN,55328,490,43525
MN,55328,870,119129
MN,55328,210,81300
MN,55329,320,3705
MN,55329,250,9139
MN,55329,150,9392
MN,55329,100,8968
MN,55329,100,14134
MN,55329,0,0
MN,55330,5520,63461
MN,55330,3650,136616
MN,55330,2840,178414
MN,55330,2340,205627
MN,55330,3510,472066
MN,55330,580,216854
MN,55331,2560,25397
MN,55331,1230,46087
MN,55331,840,53110
MN,55331,690,61098
MN,55331,1770,259521
MN,55331,1960,1942883
MN,55332,290,3607
MN,55332,230,9001
MN,55332,160,10123
MN,55332,100,8780
MN,55332,90,12514
MN,55332,20,9050
MN,55333,130,1610
MN,55333,90,3191
MN,55333,60,4009
MN,55333,40,3325
MN,55333,30,3969
MN,55333,0,0
MN,55334,490,6502
MN,55334,440,16197
MN,55334,260,16433
MN,55334,140,12102
MN,55334,140,22295
MN,55334,0,0
MN,55335,270,3705
MN,55335,220,8267
MN,55335,130,8179
MN,55335,80,7127
MN,55335,80,12894
MN,55335,0,0
MN,55336,1380,17694
MN,55336,1050,39390
MN,55336,670,42342
MN,55336,450,39532
MN,55336,420,53598
MN,55336,60,26981
MN,55337,7760,96860
MN,55337,6050,224049
MN,55337,3570,221854
MN,55337,2460,215742
MN,55337,3360,453984
MN,55337,640,245138
MN,55338,160,2026
MN,55338,160,5898
MN,55338,120,7522
MN,55338,80,6807
MN,55338,70,9047
MN,55338,0,0
MN,55339,150,1683
MN,55339,130,4915
MN,55339,80,5002
MN,55339,60,5238
MN,55339,100,14058
MN,55339,0,0
MN,55340,930,9904
MN,55340,430,15964
MN,55340,300,19408
MN,55340,300,26414
MN,55340,680,99299
MN,55340,670,446036
MN,55341,300,3112
MN,55341,170,6411
MN,55341,180,11105
MN,55341,170,15076
MN,55341,410,54647
MN,55341,90,31421
MN,55342,290,3589
MN,55342,250,9444
MN,55342,150,9476
MN,55342,100,9392
MN,55342,100,13756
MN,55342,40,23094
MN,55343,4280,52466
MN,55343,3790,142326
MN,55343,2550,159344
MN,55343,1350,118550
MN,55343,1630,221771
MN,55343,620,358418
MN,55344,2090,27411
MN,55344,2040,76494
MN,55344,1480,92500
MN,55344,940,82601
MN,55344,1030,141457
MN,55344,450,226989
MN,55345,3050,31456
MN,55345,1730,64877
MN,55345,1250,79030
MN,55345,1210,107195
MN,55345,2610,369743
MN,55345,1330,633997
MN,55346,2300,23356
MN,55346,1330,50369
MN,55346,1080,69111
MN,55346,930,82140
MN,55346,2180,309362
MN,55346,920,352114
MN,55347,3570,35270
MN,55347,1910,71392
MN,55347,1570,99475
MN,55347,1310,116673
MN,55347,3490,509843
MN,55347,2900,1642082
MN,55349,600,7122
MN,55349,490,18336
MN,55349,280,17580
MN,55349,210,18498
MN,55349,210,28072
MN,55349,30,11231
MN,55350,3250,38450
MN,55350,2180,80852
MN,55350,1460,91293
MN,55350,1020,89247
MN,55350,1120,147032
MN,55350,200,89610
MN,55352,1360,15049
MN,55352,940,35048
MN,55352,620,39319
MN,55352,490,42860
MN,55352,830,112326
MN,55352,190,85993
MN,55353,500,6017
MN,55353,380,14218
MN,55353,260,16255
MN,55353,190,16497
MN,55353,160,21556
MN,55353,30,21366
MN,55354,390,4668
MN,55354,330,12430
MN,55354,220,13983
MN,55354,180,15668
MN,55354,150,19836
MN,55354,20,5679
MN,55355,1710,20457
MN,55355,1170,43216
MN,55355,710,44810
MN,55355,510,44624
MN,55355,470,61443
MN,55355,110,38917
MN,55356,820,8300
MN,55356,340,12872
MN,55356,300,18883
MN,55356,200,17169
MN,55356,460,65749
MN,55356,590,481279
MN,55357,480,4915
MN,55357,240,9019
MN,55357,190,12176
MN,55357,190,17380
MN,55357,330,45718
MN,55357,180,84572
MN,55358,810,9151
MN,55358,570,21594
MN,55358,400,25485
MN,55358,330,28838
MN,55358,360,47301
MN,55358,70,32921
MN,55359,840,8931
MN,55359,570,21710
MN,55359,390,25223
MN,55359,310,26843
MN,55359,530,74378
MN,55359,430,304041
MN,55360,320,3663
MN,55360,230,9036
MN,55360,230,15059
MN,55360,210,18602
MN,55360,250,32726
MN,55360,40,11925
MN,55362,2980,34619
MN,55362,1980,73973
MN,55362,1340,83182
MN,55362,1090,95477
MN,55362,1350,175790
MN,55362,210,86950
MN,55363,670,8136
MN,55363,530,20092
MN,55363,410,25936
MN,55363,280,24730
MN,55363,270,34034
MN,55363,30,11062
MN,55364,2100,23646
MN,55364,1440,54419
MN,55364,1000,62792
MN,55364,740,65381
MN,55364,1340,190165
MN,55364,860,530107
MN,55367,140,1801
MN,55367,130,4964
MN,55367,80,4733
MN,55367,60,5010
MN,55367,70,12811
MN,55367,0,0
MN,55368,410,4643
MN,55368,320,12131
MN,55368,190,11648
MN,55368,140,12649
MN,55368,120,16005
MN,55368,30,9610
MN,55369,4940,57583
MN,55369,3730,139973
MN,55369,2750,172477
MN,55369,2310,202843
MN,55369,3660,496881
MN,55369,760,270457
MN,55370,110,1318
MN,55370,100,3807
MN,55370,60,3578
MN,55370,40,3561
MN,55370,70,11308
MN,55370,0,0
MN,55371,2580,31413
MN,55371,1780,66144
MN,55371,1340,83308
MN,55371,920,80930
MN,55371,940,120720
MN,55371,110,42603
MN,55372,4300,46731
MN,55372,2500,93681
MN,55372,1930,120607
MN,55372,1650,146429
MN,55372,3530,499092
MN,55372,1770,972873
MN,55373,860,10647
MN,55373,600,21861
MN,55373,400,25108
MN,55373,310,27165
MN,55373,440,59602
MN,55373,120,44745
MN,55374,1820,19127
MN,55374,960,36240
MN,55374,830,52876
MN,55374,810,71939
MN,55374,1830,254708
MN,55374,480,175144
MN,55375,430,5022
MN,55375,240,8931
MN,55375,260,16128
MN,55375,230,20030
MN,55375,490,68296
MN,55375,120,33821
MN,55376,2130,21921
MN,55376,1180,44614
MN,55376,1060,66598
MN,55376,960,85132
MN,55376,1850,251267
MN,55376,390,144866
MN,55378,3770,41826
MN,55378,2280,85072
MN,55378,1770,111034
MN,55378,1610,142077
MN,55378,3240,453316
MN,55378,910,291340
MN,55379,6330,74823
MN,55379,4580,171267
MN,55379,3020,188517
MN,55379,2210,194391
MN,55379,3750,511525
MN,55379,1050,425527
MN,55381,330,4199
MN,55381,240,8812
MN,55381,180,10999
MN,55381,130,11051
MN,55381,120,17792
MN,55381,0,0
MN,55382,560,6678
MN,55382,400,14722
MN,55382,280,17876
MN,55382,210,18380
MN,55382,250,33519
MN,55382,60,21588
MN,55384,340,4164
MN,55384,260,9804
MN,55384,140,8826
MN,55384,80,7042
MN,55384,100,14344
MN,55384,70,32583
MN,55385,210,2760
MN,55385,180,6765
MN,55385,90,5926
MN,55385,70,6539
MN,55385,80,13179
MN,55385,0,0
MN,55386,750,6845
MN,55386,320,12395
MN,55386,300,19223
MN,55386,290,26289
MN,55386,970,140839
MN,55386,610,224781
MN,55387,1730,18286
MN,55387,1010,38136
MN,55387,840,53192
MN,55387,700,62288
MN,55387,1430,197721
MN,55387,430,149894
MN,55388,860,9703
MN,55388,510,19188
MN,55388,410,25877
MN,55388,360,31243
MN,55388,400,52080
MN,55388,90,52886
MN,55389,420,5071
MN,55389,320,11931
MN,55389,210,13280
MN,55389,130,11593
MN,55389,130,17120
MN,55389,20,7658
MN,55390,350,4335
MN,55390,290,11095
MN,55390,230,14769
MN,55390,160,13925
MN,55390,180,22936
MN,55390,20,7680
MN,55391,2010,19824
MN,55391,1030,38914
MN,55391,740,46973
MN,55391,630,55975
MN,55391,1430,208926
MN,55391,1930,2285602
MN,55395,510,6249
MN,55395,370,13780
MN,55395,250,15941
MN,55395,150,12962
MN,55395,120,16225
MN,55395,30,20438
MN,55396,330,3689
MN,55396,290,11069
MN,55396,200,12686
MN,55396,110,10111
MN,55396,90,11971
MN,55396,20,7287
MN,55397,370,4421
MN,55397,330,12485
MN,55397,200,12696
MN,55397,190,17102
MN,55397,200,25726
MN,55397,30,9089
MN,55398,2100,24127
MN,55398,1490,56122
MN,55398,1230,77318
MN,55398,1030,90118
MN,55398,1180,154678
MN,55398,160,65776
MN,55401,840,11081
MN,55401,1160,45740
MN,55401,1390,88023
MN,55401,840,74032
MN,55401,1330,183442
MN,55401,710,440311
MN,55402,180,2156
MN,55402,150,5886
MN,55402,130,8067
MN,55402,70,6375
MN,55402,120,17524
MN,55402,190,245809
MN,55403,3000,39080
MN,55403,2820,105148
MN,55403,1620,99844
MN,55403,710,62322
MN,55403,940,130844
MN,55403,680,480368
MN,55404,6360,83614
MN,55404,3590,127435
MN,55404,1070,65275
MN,55404,390,34169
MN,55404,430,57810
MN,55404,150,61904
MN,55405,2920,39817
MN,55405,2540,94024
MN,55405,1110,68029
MN,55405,540,46985
MN,55405,760,106482
MN,55405,640,529401
MN,55406,5710,73700
MN,55406,4940,186466
MN,55406,3160,197551
MN,55406,1860,163374
MN,55406,2350,313774
MN,55406,440,141199
MN,55407,7890,106565
MN,55407,5450,198917
MN,55407,2440,151633
MN,55407,1370,120162
MN,55407,1490,194565
MN,55407,180,58322
MN,55408,6610,93838
MN,55408,6160,226713
MN,55408,2650,163424
MN,55408,1150,99801
MN,55408,1250,171803
MN,55408,530,238160
MN,55409,1940,25769
MN,55409,1690,63563
MN,55409,970,59738
MN,55409,600,52513
MN,55409,830,113422
MN,55409,300,163951
MN,55410,2160,25441
MN,55410,1650,63458
MN,55410,1330,84299
MN,55410,1100,97523
MN,55410,2390,345736
MN,55410,1630,760548
MN,55411,6960,87130
MN,55411,3280,115633
MN,55411,980,59533
MN,55411,420,36420
MN,55411,300,39027
MN,55411,50,20615
MN,55412,4760,59947
MN,55412,3000,108900
MN,55412,1400,85912
MN,55412,650,56886
MN,55412,520,68199
MN,55412,60,16217
MN,55413,2380,32196
MN,55413,2280,84625
MN,55413,1130,69936
MN,55413,510,44203
MN,55413,600,81528
MN,55413,170,77828
MN,55414,5270,64264
MN,55414,2270,81950
MN,55414,830,51335
MN,55414,440,38696
MN,55414,700,98579
MN,55414,340,227795
MN,55415,310,3568
MN,55415,210,8145
MN,55415,190,11697
MN,55415,130,11299
MN,55415,260,38007
MN,55415,220,113494
MN,55416,3760,46995
MN,55416,4360,167393
MN,55416,3100,193039
MN,55416,1930,169773
MN,55416,3110,440621
MN,55416,1930,1347091
MN,55417,3400,41779
MN,55417,3110,117065
MN,55417,2220,139596
MN,55417,1640,143348
MN,55417,2520,345312
MN,55417,550,169781
MN,55418,5400,70205
MN,55418,4650,172737
MN,55418,2690,168460
MN,55418,1630,142915
MN,55418,2020,269589
MN,55418,380,130337
MN,55419,3500,41288
MN,55419,2560,96205
MN,55419,1790,112730
MN,55419,1390,123360
MN,55419,2880,412459
MN,55419,1610,726228
MN,55420,4300,53494
MN,55420,3540,130272
MN,55420,1930,119452
MN,55420,1110,96973
MN,55420,1060,138783
MN,55420,140,52517
MN,55421,5630,72148
MN,55421,4440,162348
MN,55421,2320,142940
MN,55421,1210,105296
MN,55421,1030,133239
MN,55421,150,54140
MN,55422,4480,53588
MN,55422,3650,137212
MN,55422,2390,149210
MN,55422,1560,137802
MN,55422,2300,309593
MN,55422,660,301017
MN,55423,6570,84404
MN,55423,5420,199148
MN,55423,3380,210428
MN,55423,2020,176571
MN,55423,2110,277425
MN,55423,250,84162
MN,55424,1140,10514
MN,55424,430,16327
MN,55424,330,20591
MN,55424,310,27496
MN,55424,840,125007
MN,55424,1520,1093675
MN,55425,1820,24012
MN,55425,1630,59807
MN,55425,680,42047
MN,55425,380,33475
MN,55425,390,50992
MN,55425,60,26120
MN,55426,3870,48725
MN,55426,3770,142077
MN,55426,2480,154495
MN,55426,1470,128906
MN,55426,2070,279892
MN,55426,480,210214
MN,55427,3800,44788
MN,55427,2970,110777
MN,55427,1950,121971
MN,55427,1390,122579
MN,55427,2110,283350
MN,55427,370,123537
MN,55428,5790,72740
MN,55428,4520,164347
MN,55428,2170,134155
MN,55428,1380,120489
MN,55428,1270,164064
MN,55428,120,39096
MN,55429,5770,77303
MN,55429,4600,166210
MN,55429,1810,110846
MN,55429,980,85234
MN,55429,720,91563
MN,55429,50,16554
MN,55430,4560,61369
MN,55430,3740,135192
MN,55430,1570,96368
MN,55430,720,62245
MN,55430,510,64605
MN,55430,30,8878
MN,55431,3170,37801
MN,55431,2330,86866
MN,55431,1650,103064
MN,55431,1290,113016
MN,55431,1720,230214
MN,55431,350,119488
MN,55432,5650,70809
MN,55432,4600,169155
MN,55432,2530,156731
MN,55432,1490,129536
MN,55432,1550,203539
MN,55432,200,72615
MN,55433,6070,75205
MN,55433,4760,176662
MN,55433,2940,182018
MN,55433,1740,151063
MN,55433,1750,225788
MN,55433,210,76747
MN,55434,4820,60106
MN,55434,3900,145858
MN,55434,2620,162854
MN,55434,1750,152944
MN,55434,1820,235047
MN,55434,140,40922
MN,55435,1880,21103
MN,55435,1390,52354
MN,55435,1160,72962
MN,55435,740,64559
MN,55435,1040,146374
MN,55435,610,274221
MN,55436,1740,17816
MN,55436,930,35357
MN,55436,790,50036
MN,55436,590,52279
MN,55436,1400,203997
MN,55436,1500,1238875
MN,55437,2840,33292
MN,55437,2290,85705
MN,55437,1530,95100
MN,55437,1080,95189
MN,55437,1770,243838
MN,55437,590,274006
MN,55438,2300,27699
MN,55438,1950,73557
MN,55438,1320,82499
MN,55438,980,86203
MN,55438,1850,264286
MN,55438,920,410111
MN,55439,1070,10912
MN,55439,600,22446
MN,55439,450,28396
MN,55439,370,32785
MN,55439,950,137962
MN,55439,1130,638892
MN,55441,2770,32401
MN,55441,2190,82289
MN,55441,1350,84082
MN,55441,930,82042
MN,55441,1700,239680
MN,55441,760,364300
MN,55442,1850,20857
MN,55442,1270,48420
MN,55442,960,59910
MN,55442,710,63059
MN,55442,1640,233371
MN,55442,710,264967
MN,55443,5580,69015
MN,55443,4110,149655
MN,55443,2270,141956
MN,55443,1660,145031
