STATE,zipcode,N1,A02650
MI,49648,380,4404
MI,49648,210,8002
MI,49648,170,10754
MI,49648,100,8452
MI,49648,160,23047
MI,49648,80,36998
MI,49649,1290,15315
MI,49649,750,27591
MI,49649,470,29215
MI,49649,300,26053
MI,49649,200,25148
MI,49649,20,10461
MI,49650,540,6423
MI,49650,360,13202
MI,49650,270,16843
MI,49650,200,17386
MI,49650,140,18902
MI,49650,0,0
MI,49651,1640,19450
MI,49651,830,30412
MI,49651,480,29887
MI,49651,230,20091
MI,49651,200,25554
MI,49651,30,10126
MI,49653,400,4718
MI,49653,210,7675
MI,49653,150,9097
MI,49653,90,8005
MI,49653,100,13542
MI,49653,50,24426
MI,49654,110,1297
MI,49654,70,2701
MI,49654,50,3181
MI,49654,30,2543
MI,49654,90,12338
MI,49654,50,22913
MI,49655,540,6278
MI,49655,370,13555
MI,49655,200,12551
MI,49655,130,10972
MI,49655,100,14171
MI,49655,0,0
MI,49656,300,3357
MI,49656,160,5568
MI,49656,90,5402
MI,49656,40,3536
MI,49656,30,4569
MI,49656,0,0
MI,49657,660,7592
MI,49657,400,14748
MI,49657,260,16174
MI,49657,130,11298
MI,49657,100,13669
MI,49657,20,8323
MI,49659,1440,16805
MI,49659,730,25918
MI,49659,370,22626
MI,49659,180,15732
MI,49659,120,14988
MI,49659,20,8178
MI,49660,2840,32881
MI,49660,1460,53159
MI,49660,860,53098
MI,49660,560,48346
MI,49660,530,67949
MI,49660,90,35636
MI,49663,1190,13994
MI,49663,610,22333
MI,49663,340,20995
MI,49663,190,16276
MI,49663,140,20531
MI,49663,0,0
MI,49664,460,4951
MI,49664,220,8187
MI,49664,130,7748
MI,49664,90,8316
MI,49664,120,16758
MI,49664,40,24064
MI,49665,750,8836
MI,49665,460,16826
MI,49665,220,13691
MI,49665,140,12468
MI,49665,90,13045
MI,49665,0,0
MI,49667,120,1397
MI,49667,70,2504
MI,49667,30,1526
MI,49667,30,3383
MI,49667,0,0
MI,49667,0,0
MI,49668,780,9623
MI,49668,390,13788
MI,49668,200,12041
MI,49668,100,8699
MI,49668,70,9596
MI,49668,0,0
MI,49670,330,3707
MI,49670,210,7807
MI,49670,130,7749
MI,49670,100,9194
MI,49670,150,20422
MI,49670,60,28991
MI,49675,230,2590
MI,49675,110,3942
MI,49675,80,5211
MI,49675,50,4525
MI,49675,100,18197
MI,49675,0,0
MI,49676,740,8487
MI,49676,380,13851
MI,49676,230,14549
MI,49676,130,11467
MI,49676,160,21568
MI,49676,50,23587
MI,49677,1340,15696
MI,49677,710,26106
MI,49677,410,25611
MI,49677,250,21659
MI,49677,190,23473
MI,49677,20,9271
MI,49679,240,2799
MI,49679,170,6233
MI,49679,80,4642
MI,49679,30,2676
MI,49679,20,2805
MI,49679,0,0
MI,49680,370,4834
MI,49680,210,7660
MI,49680,130,7771
MI,49680,70,6285
MI,49680,60,8951
MI,49680,0,0
MI,49682,880,10424
MI,49682,430,16017
MI,49682,290,18720
MI,49682,210,18688
MI,49682,330,45323
MI,49682,100,49721
MI,49683,460,5668
MI,49683,230,8193
MI,49683,120,7222
MI,49683,80,6507
MI,49683,60,14414
MI,49683,0,0
MI,49684,4470,52400
MI,49684,2440,90580
MI,49684,1490,93395
MI,49684,990,87404
MI,49684,1350,184683
MI,49684,480,231953
MI,49686,5440,63816
MI,49686,2900,105965
MI,49686,1590,99397
MI,49686,1000,87886
MI,49686,1380,189571
MI,49686,680,345790
MI,49688,490,5611
MI,49688,300,10976
MI,49688,180,11228
MI,49688,120,10014
MI,49688,100,15172
MI,49688,0,0
MI,49689,320,3787
MI,49689,170,6062
MI,49689,90,5608
MI,49689,40,3779
MI,49689,30,4341
MI,49689,0,0
MI,49690,1140,13080
MI,49690,600,22427
MI,49690,420,26775
MI,49690,350,30669
MI,49690,480,65358
MI,49690,190,91819
MI,49701,360,4164
MI,49701,140,4881
MI,49701,90,5512
MI,49701,40,3567
MI,49701,70,13909
MI,49701,0,0
MI,49705,170,2028
MI,49705,80,3013
MI,49705,30,2095
MI,49705,40,3689
MI,49705,0,0
MI,49705,0,0
MI,49706,960,12197
MI,49706,550,20162
MI,49706,330,20047
MI,49706,170,14279
MI,49706,120,14466
MI,49706,30,9649
MI,49707,5190,58198
MI,49707,2370,86803
MI,49707,1410,88332
MI,49707,850,74121
MI,49707,730,95042
MI,49707,150,72033
MI,49709,700,8442
MI,49709,380,13739
MI,49709,210,12850
MI,49709,120,10251
MI,49709,80,11305
MI,49709,0,0
MI,49710,70,908
MI,49710,60,2027
MI,49710,50,3305
MI,49710,0,0
MI,49710,20,3062
MI,49710,0,0
MI,49712,1640,19538
MI,49712,910,33396
MI,49712,570,35351
MI,49712,330,28343
MI,49712,360,48910
MI,49712,110,50079
MI,49713,410,4903
MI,49713,250,9003
MI,49713,160,9847
MI,49713,90,7458
MI,49713,70,9981
MI,49713,0,0
MI,49715,660,7955
MI,49715,360,12931
MI,49715,240,14603
MI,49715,130,11690
MI,49715,130,27209
MI,49715,0,0
MI,49716,160,1608
MI,49716,90,3453
MI,49716,60,3833
MI,49716,40,3452
MI,49716,30,4000
MI,49716,20,8900
MI,49718,160,1963
MI,49718,80,2787
MI,49718,50,2944
MI,49718,40,3862
MI,49718,0,0
MI,49718,0,0
MI,49719,300,3431
MI,49719,160,5802
MI,49719,100,6159
MI,49719,60,5407
MI,49719,90,16416
MI,49719,0,0
MI,49720,2110,23326
MI,49720,1100,39950
MI,49720,610,38328
MI,49720,390,33951
MI,49720,520,70913
MI,49720,200,121198
MI,49721,3220,37678
MI,49721,1570,56725
MI,49721,820,50983
MI,49721,490,43038
MI,49721,390,50693
MI,49721,80,38400
MI,49724,190,2149
MI,49724,130,4801
MI,49724,100,6434
MI,49724,60,4972
MI,49724,50,5650
MI,49724,0,0
MI,49725,140,1667
MI,49725,70,2731
MI,49725,60,3662
MI,49725,50,5482
MI,49725,0,0
MI,49725,0,0
MI,49726,270,3239
MI,49726,100,3910
MI,49726,70,4178
MI,49726,40,3436
MI,49726,50,8696
MI,49726,0,0
MI,49727,1470,16613
MI,49727,780,28492
MI,49727,500,30545
MI,49727,230,19755
MI,49727,220,28623
MI,49727,80,82952
MI,49728,70,892
MI,49728,30,1113
MI,49728,40,2835
MI,49728,0,0
MI,49728,0,0
MI,49728,0,0
MI,49729,300,3595
MI,49729,200,7362
MI,49729,110,6610
MI,49729,60,5207
MI,49729,60,11769
MI,49729,0,0
MI,49730,370,4060
MI,49730,260,9602
MI,49730,150,8965
MI,49730,90,7571
MI,49730,70,10428
MI,49730,0,0
MI,49733,330,4008
MI,49733,180,6746
MI,49733,100,5964
MI,49733,50,4644
MI,49733,60,9115
MI,49733,0,0
MI,49735,3990,47325
MI,49735,1930,70377
MI,49735,1210,75243
MI,49735,810,71118
MI,49735,780,103229
MI,49735,170,74840
MI,49736,120,1319
MI,49736,50,1864
MI,49736,40,2152
MI,49736,30,3149
MI,49736,0,0
MI,49736,0,0
MI,49738,2070,23895
MI,49738,1010,37068
MI,49738,640,39467
MI,49738,350,30462
MI,49738,280,36026
MI,49738,50,18007
MI,49740,1480,16677
MI,49740,840,30265
MI,49740,460,29163
MI,49740,340,30484
MI,49740,540,75992
MI,49740,280,148284
MI,49743,160,1744
MI,49743,80,2690
MI,49743,60,3405
MI,49743,40,4004
MI,49743,0,0
MI,49743,0,0
MI,49744,150,1751
MI,49744,110,4138
MI,49744,60,3660
MI,49744,40,3035
MI,49744,40,4591
MI,49744,0,0
MI,49745,240,2834
MI,49745,140,5002
MI,49745,50,3297
MI,49745,40,3662
MI,49745,30,4115
MI,49745,0,0
MI,49746,700,8313
MI,49746,380,14003
MI,49746,210,13126
MI,49746,120,10031
MI,49746,90,14604
MI,49746,0,0
MI,49747,350,4236
MI,49747,200,7157
MI,49747,140,8716
MI,49747,50,4458
MI,49747,70,12739
MI,49747,0,0
MI,49749,830,9563
MI,49749,480,17211
MI,49749,260,16378
MI,49749,180,15628
MI,49749,190,25451
MI,49749,50,18799
MI,49751,410,4768
MI,49751,220,7833
MI,49751,130,8362
MI,49751,90,7529
MI,49751,70,9928
MI,49751,0,0
MI,49752,90,1172
MI,49752,50,1918
MI,49752,50,2787
MI,49752,20,1714
MI,49752,20,2715
MI,49752,0,0
MI,49753,350,4423
MI,49753,230,8561
MI,49753,140,8635
MI,49753,70,6409
MI,49753,70,9116
MI,49753,0,0
MI,49755,420,5190
MI,49755,230,8150
MI,49755,130,7773
MI,49755,60,5473
MI,49755,60,9816
MI,49755,0,0
MI,49756,870,10691
MI,49756,420,15546
MI,49756,240,14930
MI,49756,120,10564
MI,49756,120,22789
MI,49756,0,0
MI,49759,290,3285
MI,49759,170,6036
MI,49759,100,6100
MI,49759,50,4582
MI,49759,60,8595
MI,49759,0,0
MI,49760,130,1656
MI,49760,90,3240
MI,49760,50,3087
MI,49760,30,2233
MI,49760,30,3268
MI,49760,0,0
MI,49762,130,1596
MI,49762,60,2173
MI,49762,40,2421
MI,49762,20,2035
MI,49762,20,3996
MI,49762,0,0
MI,49765,750,8915
MI,49765,450,16450
MI,49765,250,15036
MI,49765,120,10338
MI,49765,100,16842
MI,49765,0,0
MI,49766,470,5623
MI,49766,270,9854
MI,49766,160,10305
MI,49766,90,7239
MI,49766,110,19303
MI,49766,0,0
MI,49768,100,1130
MI,49768,50,1922
MI,49768,30,1700
MI,49768,30,2874
MI,49768,0,0
MI,49768,0,0
MI,49769,400,4999
MI,49769,190,6835
MI,49769,90,5855
MI,49769,40,3670
MI,49769,50,7683
MI,49769,0,0
MI,49770,3840,45003
MI,49770,2100,76471
MI,49770,1130,70862
MI,49770,720,63971
MI,49770,950,126396
MI,49770,390,193678
MI,49774,330,3700
MI,49774,190,7263
MI,49774,150,9026
MI,49774,100,8505
MI,49774,80,10256
MI,49774,0,0
MI,49776,360,4135
MI,49776,210,7922
MI,49776,130,7970
MI,49776,70,5472
MI,49776,50,6118
MI,49776,0,0
MI,49777,280,3292
MI,49777,200,7702
MI,49777,140,8849
MI,49777,100,8973
MI,49777,120,18765
MI,49777,0,0
MI,49779,1030,11601
MI,49779,520,19052
MI,49779,330,20828
MI,49779,160,14104
MI,49779,130,16817
MI,49779,20,4727
MI,49780,360,4220
MI,49780,180,6759
MI,49780,140,8421
MI,49780,100,8690
MI,49780,60,8908
MI,49780,0,0
MI,49781,1120,13582
MI,49781,520,18525
MI,49781,260,16272
MI,49781,160,14500
MI,49781,120,15606
MI,49781,20,7239
MI,49782,150,1541
MI,49782,70,2750
MI,49782,40,2614
MI,49782,30,2393
MI,49782,40,6445
MI,49782,0,0
MI,49783,4270,51115
MI,49783,2080,75496
MI,49783,1180,73521
MI,49783,720,62925
MI,49783,630,80079
MI,49783,100,36770
MI,49788,550,7072
MI,49788,200,7187
MI,49788,130,7491
MI,49788,50,4591
MI,49788,20,2714
MI,49788,0,0
MI,49795,430,5432
MI,49795,230,8187
MI,49795,110,6827
MI,49795,70,6077
MI,49795,40,6058
MI,49795,0,0
MI,49799,570,6731
MI,49799,260,9269
MI,49799,120,7489
MI,49799,60,5260
MI,49799,40,4965
MI,49799,0,0
MI,49801,2370,26526
MI,49801,1310,48135
MI,49801,750,47008
MI,49801,520,45299
MI,49801,600,78877
MI,49801,150,83069
MI,49802,1410,16207
MI,49802,840,30601
MI,49802,440,27212
MI,49802,240,21115
MI,49802,210,26851
MI,49802,40,11182
MI,49805,60,723
MI,49805,50,2397
MI,49805,0,0
MI,49805,20,3395
MI,49805,0,0
MI,49805,0,0
MI,49806,90,1151
MI,49806,60,2371
MI,49806,40,2311
MI,49806,20,2089
MI,49806,50,7398
MI,49806,0,0
MI,49807,600,7230
MI,49807,330,12376
MI,49807,210,13223
MI,49807,160,13747
MI,49807,170,25458
MI,49807,0,0
MI,49812,150,1599
MI,49812,130,4854
MI,49812,70,4375
MI,49812,50,3865
MI,49812,30,4259
MI,49812,0,0
MI,49814,190,2203
MI,49814,140,5374
MI,49814,100,6087
MI,49814,80,6875
MI,49814,100,12740
MI,49814,0,0
MI,49815,90,1002
MI,49815,50,1737
MI,49815,40,2403
MI,49815,40,4067
MI,49815,0,0
MI,49815,0,0
MI,49816,120,1468
MI,49816,90,3477
MI,49816,60,3740
MI,49816,40,3284
MI,49816,30,3299
MI,49816,0,0
MI,49817,110,1363
MI,49817,60,2260
MI,49817,60,3409
MI,49817,40,4278
MI,49817,0,0
MI,49817,0,0
MI,49818,150,1795
MI,49818,100,3577
MI,49818,70,4491
MI,49818,60,5207
MI,49818,40,5957
MI,49818,0,0
MI,49820,130,1585
MI,49820,60,2211
MI,49820,30,1884
MI,49820,40,5304
MI,49820,0,0
MI,49820,0,0
MI,49821,200,2343
MI,49821,160,6184
MI,49821,110,6870
MI,49821,50,4791
MI,49821,30,3846
MI,49821,0,0
MI,49827,170,2074
MI,49827,100,3688
MI,49827,80,4671
MI,49827,50,4985
MI,49827,0,0
MI,49827,0,0
MI,49829,3790,44338
MI,49829,1710,62265
MI,49829,1060,66755
MI,49829,670,58749
MI,49829,670,85935
MI,49829,90,36211
MI,49831,100,1128
MI,49831,70,2627
MI,49831,70,4261
MI,49831,50,4138
MI,49831,30,3415
MI,49831,0,0
MI,49834,60,724
MI,49834,40,1585
MI,49834,30,1540
MI,49834,30,3046
MI,49834,0,0
MI,49834,0,0
MI,49835,160,2053
MI,49835,100,3392
MI,49835,60,3754
MI,49835,40,3353
MI,49835,20,3465
MI,49835,0,0
MI,49836,150,1843
MI,49836,100,3481
MI,49836,40,2324
MI,49836,50,6786
MI,49836,0,0
MI,49836,0,0
MI,49837,1840,21458
MI,49837,970,35399
MI,49837,730,45353
MI,49837,500,43881
MI,49837,550,69580
MI,49837,90,36786
MI,49838,80,966
MI,49838,50,1714
MI,49838,40,3463
MI,49838,0,0
MI,49838,0,0
MI,49838,0,0
MI,49840,120,1478
MI,49840,70,2620
MI,49840,50,3119
MI,49840,30,2790
MI,49840,40,6742
MI,49840,0,0
MI,49841,1340,16674
MI,49841,740,26755
MI,49841,430,26389
MI,49841,250,22097
MI,49841,230,28398
MI,49841,30,12861
MI,49847,190,2329
MI,49847,140,5034
MI,49847,60,3617
MI,49847,30,3036
MI,49847,30,4380
MI,49847,0,0
MI,49849,2220,28140
MI,49849,1280,46398
MI,49849,780,48224
MI,49849,540,47351
MI,49849,700,88430
MI,49849,70,20079
MI,49853,200,2481
MI,49853,130,5194
MI,49853,100,5970
MI,49853,50,4373
MI,49853,60,9710
MI,49853,0,0
MI,49854,1280,15298
MI,49854,620,22817
MI,49854,470,29034
MI,49854,290,24859
MI,49854,210,27258
MI,49854,40,14742
MI,49855,6370,75677
MI,49855,3050,111723
MI,49855,1990,124335
MI,49855,1450,127891
MI,49855,1730,228387
MI,49855,460,171068
MI,49858,2350,26996
MI,49858,1510,56292
MI,49858,1000,61980
MI,49858,560,48323
MI,49858,400,51817
MI,49858,100,43842
MI,49861,110,1361
MI,49861,60,2259
MI,49861,30,1849
MI,49861,40,3087
MI,49861,30,5376
MI,49861,0,0
MI,49862,870,10127
MI,49862,450,16527
MI,49862,280,17441
MI,49862,180,15941
MI,49862,160,19838
MI,49862,40,10726
MI,49866,1370,16640
MI,49866,840,30977
MI,49866,560,35016
MI,49866,440,38650
MI,49866,570,72081
MI,49866,40,12017
MI,49868,890,10194
MI,49868,460,17366
MI,49868,300,18353
MI,49868,160,14074
MI,49868,110,13762
MI,49868,20,6616
MI,49870,720,8325
MI,49870,390,14364
MI,49870,250,15687
MI,49870,140,12537
MI,49870,150,22218
MI,49870,0,0
MI,49874,180,2237
MI,49874,130,4690
MI,49874,70,4479
MI,49874,40,3716
MI,49874,30,4437
MI,49874,0,0
MI,49876,200,2432
MI,49876,170,6287
MI,49876,100,6215
MI,49876,70,5693
MI,49876,50,5771
MI,49876,0,0
MI,49878,620,7453
MI,49878,390,14469
MI,49878,260,16473
MI,49878,200,17840
MI,49878,160,24756
MI,49878,0,0
MI,49879,190,2277
MI,49879,100,3886
MI,49879,70,4255
MI,49879,40,3342
MI,49879,50,6547
MI,49879,0,0
MI,49880,180,2067
MI,49880,130,4661
MI,49880,70,4068
MI,49880,40,3776
MI,49880,40,5918
MI,49880,0,0
MI,49881,70,679
MI,49881,40,1398
MI,49881,30,1855
MI,49881,30,3778
MI,49881,0,0
MI,49881,0,0
MI,49884,90,1145
MI,49884,50,1800
MI,49884,40,2225
MI,49884,30,2536
MI,49884,0,0
MI,49884,0,0
MI,49885,320,3963
MI,49885,220,8222
MI,49885,170,10906
MI,49885,90,7913
MI,49885,110,15180
MI,49885,0,0
MI,49886,80,875
MI,49886,60,2124
MI,49886,30,1613
MI,49886,20,3104
MI,49886,0,0
MI,49886,0,0
MI,49887,380,4645
MI,49887,280,10543
MI,49887,180,11468
MI,49887,100,8821
MI,49887,70,11024
MI,49887,0,0
MI,49891,130,1508
MI,49891,70,2555
MI,49891,40,2235
MI,49891,30,2400
MI,49891,20,2823
MI,49891,0,0
MI,49892,360,4260
MI,49892,230,8556
MI,49892,150,9575
MI,49892,110,9661
MI,49892,110,14510
MI,49892,0,0
MI,49893,280,3379
MI,49893,220,8117
MI,49893,160,9990
MI,49893,110,9171
MI,49893,60,8673
MI,49893,0,0
MI,49894,170,2027
MI,49894,100,3534
MI,49894,50,2846
MI,49894,60,6275
MI,49894,0,0
MI,49894,0,0
MI,49895,150,1858
MI,49895,70,2770
MI,49895,70,4213
MI,49895,30,2963
MI,49895,40,5582
MI,49895,0,0
MI,49896,350,3804
MI,49896,180,6485
MI,49896,110,6880
MI,49896,50,4044
MI,49896,40,6339
MI,49896,0,0
MI,49905,310,3675
MI,49905,220,8223
MI,49905,150,9325
MI,49905,80,6814
MI,49905,70,10631
MI,49905,0,0
MI,49908,470,5655
MI,49908,300,10672
MI,49908,180,10819
MI,49908,90,8057
MI,49908,70,9314
MI,49908,0,0
MI,49910,80,889
MI,49910,50,1796
MI,49910,20,1325
MI,49910,30,2857
MI,49910,0,0
MI,49910,0,0
MI,49911,590,6937
MI,49911,290,10246
MI,49911,190,11795
MI,49911,90,8189
MI,49911,110,17077
MI,49911,0,0
MI,49912,170,2147
MI,49912,90,3471
MI,49912,50,2978
MI,49912,30,2654
MI,49912,30,3494
MI,49912,0,0
MI,49913,1450,17335
MI,49913,830,30191
MI,49913,430,27006
MI,49913,220,19378
MI,49913,170,21760
MI,49913,30,12654
MI,49916,460,5169
MI,49916,300,11284
MI,49916,210,13374
MI,49916,140,12105
MI,49916,130,17932
MI,49916,30,12219
MI,49920,770,8710
MI,49920,520,18971
MI,49920,310,18761
MI,49920,180,15589
MI,49920,150,23211
MI,49920,0,0
MI,49921,80,1038
MI,49921,40,1351
MI,49921,30,2368
MI,49921,0,0
MI,49921,0,0
MI,49921,0,0
MI,49925,100,1169
MI,49925,70,2535
MI,49925,40,2240
MI,49925,40,4108
MI,49925,0,0
MI,49925,0,0
MI,49927,80,1033
MI,49927,50,1731
MI,49927,30,1780
MI,49927,20,2369
MI,49927,0,0
MI,49927,0,0
MI,49930,1310,15201
MI,49930,640,23704
MI,49930,410,25495
MI,49930,250,21815
MI,49930,270,36687
MI,49930,50,22624
MI,49931,1310,14673
MI,49931,440,16155
MI,49931,310,19559
MI,49931,280,24204
MI,49931,330,44116
MI,49931,90,28020
MI,49935,1230,13591
MI,49935,690,24932
MI,49935,400,24491
MI,49935,210,18144
MI,49935,150,19605
MI,49935,30,7923
MI,49938,1630,18866
MI,49938,830,30148
MI,49938,460,28606
MI,49938,250,22057
MI,49938,180,23872
MI,49938,40,13789
MI,49945,490,6053
MI,49945,290,10575
MI,49945,190,11602
MI,49945,120,10215
MI,49945,90,15940
MI,49945,0,0
MI,49946,740,9126
MI,49946,450,16360
MI,49946,270,17123
MI,49946,160,13772
MI,49946,140,20241
MI,49946,0,0
MI,49947,120,1529
MI,49947,80,2908
MI,49947,50,2802
MI,49947,20,1814
MI,49947,30,4621
MI,49947,0,0
MI,49948,90,1080
MI,49948,60,2306
MI,49948,30,2031
MI,49948,30,2579
MI,49948,0,0
MI,49948,0,0
MI,49950,210,2644
MI,49950,150,5435
MI,49950,80,4951
MI,49950,60,5051
MI,49950,60,10248
MI,49950,0,0
MI,49953,510,5997
MI,49953,300,10869
MI,49953,160,10034
MI,49953,110,9890
MI,49953,90,12600
MI,49953,0,0
MI,49958,220,2751
MI,49958,140,5030
MI,49958,80,5119
MI,49958,60,5489
MI,49958,40,6738
MI,49958,0,0
MI,49962,40,454
MI,49962,30,1114
MI,49962,40,3316
MI,49962,0,0
MI,49962,0,0
MI,49962,0,0
MI,49965,60,827
MI,49965,50,1828
MI,49965,50,3288
MI,49965,0,0
MI,49965,20,3218
MI,49965,0,0
MI,49967,100,1158
MI,49967,60,2216
MI,49967,30,1637
MI,49967,30,3492
MI,49967,0,0
MI,49967,0,0
MI,49968,420,5219
MI,49968,230,8291
MI,49968,130,8086
MI,49968,70,6098
MI,49968,70,9449
MI,49968,0,0
MI,49969,240,2913
MI,49969,130,4683
MI,49969,60,3426
MI,49969,50,4133
MI,49969,70,18726
MI,49969,0,0
MI,49970,60,630
MI,49970,50,2021
MI,49970,0,0
MI,49970,20,1970
MI,49970,0,0
MI,49970,0,0
MI,99999,17720,211471
MI,99999,10360,379700
MI,99999,6130,380795
MI,99999,3610,313722
MI,99999,4160,555439
MI,99999,1540,807626
MN,55001,360,3912
MN,55001,210,8086
MN,55001,170,10680
MN,55001,140,12971
MN,55001,360,50767
MN,55001,250,145008
MN,55003,440,4921
MN,55003,230,8400
MN,55003,170,10683
MN,55003,130,11275
MN,55003,200,26941
MN,55003,60,31308
MN,55005,650,7732
MN,55005,470,17766
MN,55005,360,22588
MN,55005,290,25221
MN,55005,390,49428
MN,55005,40,16105
MN,55006,670,8094
MN,55006,420,15549
MN,55006,280,17323
MN,55006,190,16122
MN,55006,160,21300
MN,55006,0,0
MN,55007,450,5581
MN,55007,290,10327
MN,55007,170,10178
MN,55007,110,9614
MN,55007,60,7341
MN,55007,0,0
MN,55008,2510,29726
MN,55008,1720,63924
MN,55008,1190,74320
MN,55008,780,67593
MN,55008,810,105744
MN,55008,130,53302
MN,55009,1320,15128
MN,55009,800,30144
MN,55009,660,41139
MN,55009,520,46320
MN,55009,710,95190
MN,55009,150,51967
MN,55011,1400,16311
MN,55011,1050,39919
MN,55011,850,53205
MN,55011,640,56434
MN,55011,1000,132084
MN,55011,160,55032
MN,55012,300,3781
MN,55012,180,6915
MN,55012,160,9852
MN,55012,110,9433
MN,55012,150,20652
MN,55012,30,11041
MN,55013,1020,11503
MN,55013,620,23191
MN,55013,500,31619
MN,55013,400,35239
MN,55013,590,78931
MN,55013,140,49101
MN,55014,4080,46622
MN,55014,2790,104541
MN,55014,1990,125201
MN,55014,1620,142323
MN,55014,2600,348837
MN,55014,570,195893
MN,55016,4860,55674
MN,55016,3430,127689
MN,55016,2460,154603
MN,55016,2290,201339
MN,55016,3490,467891
MN,55016,520,156861
MN,55017,100,1192
MN,55017,100,3592
MN,55017,60,3962
MN,55017,50,4022
MN,55017,40,5375
MN,55017,0,0
MN,55018,150,1839
MN,55018,100,4099
MN,55018,70,4338
MN,55018,70,6235
MN,55018,110,17263
MN,55018,0,0
MN,55019,280,3329
MN,55019,190,7197
MN,55019,190,11756
MN,55019,130,11779
MN,55019,180,26250
MN,55019,0,0
MN,55020,440,4828
MN,55020,290,10945
MN,55020,240,15118
MN,55020,250,21621
MN,55020,510,69652
MN,55020,80,28010
MN,55021,5150,62143
MN,55021,3700,135858
MN,55021,2010,125697
MN,55021,1350,117966
MN,55021,1310,171877
MN,55021,230,100407
MN,55024,4180,46669
MN,55024,3020,113106
MN,55024,2420,151516
MN,55024,2070,182496
MN,55024,3490,466794
MN,55024,440,129851
MN,55025,3820,44597
MN,55025,2420,89773
MN,55025,1750,109865
MN,55025,1400,123801
MN,55025,2120,286635
MN,55025,470,177650
MN,55026,70,836
MN,55026,40,1621
MN,55026,40,2838
MN,55026,30,3003
MN,55026,40,5411
MN,55026,0,0
MN,55027,420,5442
MN,55027,330,12603
MN,55027,240,14949
MN,55027,190,17046
MN,55027,210,28977
MN,55027,30,14239
MN,55030,240,3106
MN,55030,160,5807
MN,55030,110,6478
MN,55030,50,4556
MN,55030,50,6337
MN,55030,0,0
MN,55031,290,3438
MN,55031,180,6807
MN,55031,150,9350
MN,55031,130,11783
MN,55031,190,25266
MN,55031,30,14977
MN,55032,540,6370
MN,55032,410,15135
MN,55032,280,18045
MN,55032,210,18368
MN,55032,260,34138
MN,55032,30,10651
MN,55033,4650,53771
MN,55033,3180,119081
MN,55033,2220,138968
MN,55033,1750,154167
MN,55033,2590,349935
MN,55033,520,196883
MN,55037,1010,13127
MN,55037,570,20999
MN,55037,320,19985
MN,55037,200,16870
MN,55037,150,25617
MN,55037,0,0
MN,55038,2800,30668
MN,55038,1890,71463
MN,55038,1520,95197
MN,55038,1320,116078
MN,55038,2380,329077
MN,55038,700,255676
MN,55040,1980,24275
MN,55040,1510,56542
MN,55040,1070,66783
MN,55040,730,64034
MN,55040,690,89500
MN,55040,80,26417
MN,55041,1340,14982
MN,55041,930,35285
MN,55041,620,38991
MN,55041,410,36179
MN,55041,490,64464
MN,55041,100,37347
MN,55042,1300,14098
MN,55042,630,23410
MN,55042,410,26034
MN,55042,340,29606
MN,55042,940,134718
MN,55042,730,399488
MN,55043,530,6410
MN,55043,390,14388
MN,55043,290,17956
MN,55043,220,19571
MN,55043,360,47811
MN,55043,90,54551
MN,55044,6890,71537
MN,55044,3500,130992
MN,55044,2770,175104
MN,55044,2470,220071
MN,55044,6220,876474
MN,55044,2310,849788
MN,55045,1150,13517
MN,55045,720,26836
MN,55045,550,34689
MN,55045,510,44963
MN,55045,620,81403
MN,55045,100,38081
MN,55046,660,7897
MN,55046,510,19533
MN,55046,420,26358
MN,55046,380,33103
MN,55046,420,54090
MN,55046,50,19810
MN,55047,370,3958
MN,55047,200,7704
MN,55047,180,11479
MN,55047,150,13317
MN,55047,270,38206
MN,55047,140,79046
MN,55049,440,4736
MN,55049,310,11334
MN,55049,190,11992
MN,55049,150,12983
MN,55049,180,26677
MN,55049,0,0
MN,55051,1710,20659
MN,55051,1020,37980
MN,55051,650,39964
MN,55051,420,36786
MN,55051,370,47422
MN,55051,70,50313
MN,55052,300,3907
MN,55052,230,8634
MN,55052,160,10139
MN,55052,90,7950
MN,55052,130,19800
MN,55052,0,0
MN,55053,140,1485
MN,55053,90,3286
MN,55053,70,4614
MN,55053,70,5750
MN,55053,80,10772
MN,55053,20,10899
MN,55054,190,2299
MN,55054,140,5306
MN,55054,160,9923
MN,55054,140,12111
MN,55054,270,36560
MN,55054,30,6689
MN,55055,610,7271
MN,55055,500,18604
MN,55055,310,18951
MN,55055,180,15842
MN,55055,160,21146
MN,55055,40,16676
MN,55056,2160,25763
MN,55056,1390,51643
MN,55056,1080,67275
MN,55056,870,76471
MN,55056,920,118851
MN,55056,90,44395
MN,55057,3230,36012
MN,55057,2090,77865
MN,55057,1410,88787
MN,55057,1130,99247
MN,55057,1750,240145
MN,55057,440,178906
MN,55060,5250,61698
MN,55060,3420,126829
MN,55060,2090,130825
MN,55060,1600,140338
MN,55060,1790,237734
MN,55060,340,132288
MN,55063,1640,21018
MN,55063,1030,37962
MN,55063,680,42488
MN,55063,410,35771
MN,55063,360,46567
MN,55063,50,15847
MN,55065,130,1505
MN,55065,110,4399
MN,55065,90,5833
MN,55065,80,6991
MN,55065,110,17484
MN,55065,0,0
MN,55066,3260,38276
MN,55066,2400,87680
MN,55066,1270,79420
MN,55066,990,86475
MN,55066,1240,166546
MN,55066,300,109064
MN,55068,3810,42457
MN,55068,2570,96658
MN,55068,2000,125653
MN,55068,1740,153717
MN,55068,3020,413791
MN,55068,710,282383
MN,55069,860,10102
